# X Y Sx Sy Sz
52.500000 34.352341 0.066329 0.220945 -0.973028
52.500000 34.929691 -0.075547 -0.176098 0.981469
53.000000 35.218366 0.067475 0.162683 -0.984368
53.000000 35.795717 -0.078766 -0.126933 0.988779
53.500000 36.084392 0.073033 0.117734 -0.990356
53.500000 36.661742 -0.084072 -0.089118 0.992467
54.000000 36.950417 0.077593 0.087297 -0.993156
54.000000 37.527767 -0.077216 -0.064881 0.994901
54.500000 37.816443 0.065103 0.060058 -0.996070
54.500000 38.393793 -0.063614 -0.046954 0.996869
55.000000 38.682468 0.044628 0.035996 -0.998355
55.000000 39.259818 -0.052874 -0.024436 0.998302
55.500000 39.548493 0.023328 0.022680 -0.999471
55.500000 40.125844 -0.038638 -0.012618 0.999174
56.000000 40.414519 0.011129 0.011029 -0.999877
56.000000 40.991869 -0.015789 -0.007064 0.999850
56.500000 41.280544 0.002370 0.006696 -0.999975
56.500000 41.857895 -0.001123 0.003359 0.999994
57.000000 42.146570 -0.028061 -0.005583 -0.999591
57.000000 42.723920 0.018917 0.018048 0.999658
57.500000 43.012595 -0.045500 -0.017186 -0.998817
57.500000 43.589945 0.038019 0.013236 0.999189
58.000000 43.878620 -0.067880 -0.008349 -0.997659
58.000000 44.455971 0.053914 0.007781 0.998515
58.500000 44.744646 -0.076110 0.001336 -0.997099
58.500000 45.321996 0.066644 0.002727 0.997773
59.000000 45.610671 -0.098272 0.005969 -0.995142
59.000000 46.188022 0.082114 -0.005506 0.996608
59.500000 46.476697 -0.112441 0.003222 -0.993653
59.500000 47.054047 0.111060 0.000591 0.993814
60.000000 47.342722 -0.134306 0.006338 -0.990920
60.000000 47.920072 0.134340 -0.009761 0.990887
60.500000 48.208747 -0.158598 0.017116 -0.987195
60.500000 48.786098 0.157373 -0.018332 0.987369
61.000000 49.074773 -0.194097 0.034586 -0.980373
61.000000 49.652123 0.183330 -0.030429 0.982580
61.500000 49.940798 -0.215490 0.041787 -0.975612
61.500000 50.518149 0.203329 -0.047305 0.977967
62.000000 50.806824 -0.229073 0.056510 -0.971768
62.000000 51.384174 0.224421 -0.060782 0.972595
62.500000 51.672849 -0.254418 0.070902 -0.964492
62.500000 52.250199 0.245557 -0.072787 0.966646
63.000000 52.538874 -0.283158 0.079776 -0.955750
63.000000 53.116225 0.257886 -0.080008 0.962857
63.500000 53.404900 -0.305194 0.091331 -0.947901
63.500000 53.982250 0.281088 -0.083612 0.956033
64.000000 54.270925 -0.313380 0.090980 -0.945259
64.000000 54.848276 0.299491 -0.097863 0.949067
64.500000 55.136951 -0.335006 0.102802 -0.936591
64.500000 55.714301 0.321092 -0.103823 0.941340
65.000000 56.002976 -0.351380 0.115390 -0.929095
65.000000 56.580326 0.332887 -0.111224 0.936384
65.500000 56.869002 -0.360365 0.113849 -0.925838
65.500000 57.446352 0.348046 -0.109501 0.931060
66.000000 57.735027 -0.372697 0.106683 -0.921800
66.000000 58.312377 0.354455 -0.106130 0.929031
66.500000 58.601052 -0.375144 0.117890 -0.919439
66.500000 59.178403 0.371206 -0.112210 0.921746
67.000000 59.467078 -0.397894 0.107163 -0.911151
67.000000 60.044428 0.385755 -0.103751 0.916749
67.500000 60.333103 -0.405745 0.113084 -0.906963
67.500000 60.910453 0.390930 -0.111843 0.913600
68.000000 61.199129 -0.415551 0.106432 -0.903322
68.000000 61.776479 0.411431 -0.096274 0.906342
68.500000 62.065154 -0.434607 0.103689 -0.894632
68.500000 62.642504 0.431015 -0.095716 0.897254
69.000000 62.931179 -0.459055 0.093290 -0.883496
69.000000 63.508530 0.444523 -0.075804 0.892554
69.500000 63.797205 -0.475873 0.071630 -0.876592
69.500000 64.374555 0.467206 -0.056967 0.882311
70.000000 64.663230 -0.494890 0.048228 -0.867616
70.000000 65.240580 0.483172 -0.025018 0.875168
70.500000 65.529256 -0.513629 0.030960 -0.857453
70.500000 66.106606 0.507520 -0.011629 0.861561
71.000000 66.395281 -0.537234 0.000628 -0.843433
71.000000 66.972631 0.533334 0.014702 0.845777
71.500000 67.261306 -0.566696 -0.020740 -0.823666
71.500000 67.838657 0.570817 0.045399 0.819821
72.000000 68.127332 -0.597982 -0.055776 -0.799566
72.000000 68.704682 0.600461 0.078270 0.795814
72.500000 68.993357 -0.637100 -0.092320 -0.765232
72.500000 69.570707 0.637166 0.115396 0.762039
73.000000 69.859383 -0.673115 -0.130592 -0.727916
73.000000 70.436733 0.680337 0.153293 0.716689
73.500000 70.725408 -0.711065 -0.170638 -0.682107
73.500000 71.302758 0.717524 0.195364 0.668575
74.000000 71.591433 -0.748342 -0.212210 -0.628452
74.000000 72.168784 0.754537 0.243680 0.609339
74.500000 72.457459 -0.792472 -0.266063 -0.548816
74.500000 73.034809 0.798603 0.293825 0.525262
75.000000 73.323484 -0.828989 -0.307036 -0.467446
75.000000 73.900834 0.831650 0.339537 0.439401
75.500000 74.189510 -0.858100 -0.358157 -0.367951
75.500000 74.766860 0.860453 0.385920 0.332694
76.000000 75.055535 -0.888162 -0.389760 -0.243425
76.000000 75.632885 0.885931 0.417023 0.203023
76.500000 75.921560 -0.900877 -0.418574 -0.114963
76.500000 76.498911 0.894381 0.441560 0.071466
77.000000 76.787586 -0.897234 -0.441438 0.010161
77.000000 77.364936 0.888416 0.455435 -0.057416
77.500000 77.653611 -0.880379 -0.449753 0.150516
77.500000 78.230961 0.861594 0.464053 -0.205697
78.000000 78.519637 -0.845252 -0.446057 0.294249
78.000000 79.096987 0.821443 0.458201 -0.339534
78.500000 79.385662 -0.790497 -0.442438 0.423514
78.500000 79.963012 0.760493 0.449409 -0.468703
79.000000 80.251687 -0.726356 -0.425704 0.539613
79.000000 80.829038 0.699124 0.416452 -0.581201
79.500000 81.117713 -0.659618 -0.383267 0.646537
79.500000 81.695063 0.623791 0.374702 -0.685918
80.000000 81.983738 -0.573295 -0.339555 0.745677
80.000000 82.561088 0.536510 0.328877 -0.777172
80.500000 82.849764 -0.486139 -0.295241 0.822497
80.500000 83.427114 0.453779 0.278757 -0.846392
81.000000 83.715789 -0.398930 -0.243890 0.883953
81.000000 84.293139 0.367237 0.230969 -0.900994
81.500000 84.581814 -0.311350 -0.182932 0.932522
81.500000 85.159165 0.275878 0.166115 -0.946730
82.000000 85.447840 -0.226247 -0.122900 0.966286
82.000000 86.025190 0.192401 0.113664 -0.974711
82.500000 86.313865 -0.138453 -0.069121 0.987954
82.500000 86.891216 0.108616 0.050599 -0.992795
83.000000 87.179891 -0.053848 -0.010701 0.998492
83.000000 87.757241 0.015102 -0.010958 -0.999826
83.500000 88.045916 0.024866 0.048669 0.998505
83.500000 88.623266 -0.069375 -0.066023 -0.995403
84.000000 88.911941 0.120464 0.104731 0.987178
84.000000 89.489292 -0.153942 -0.121891 -0.980533
84.500000 89.777967 0.207664 0.164651 0.964244
84.500000 90.355317 -0.243978 -0.185142 -0.951944
85.000000 90.643992 0.299437 0.233664 0.925061
85.000000 91.221343 -0.329621 -0.249547 -0.910536
85.500000 91.510018 0.371472 0.280868 0.884942
85.500000 92.087368 -0.406166 -0.297998 -0.863844
86.000000 92.376043 0.468656 0.336645 0.816720
86.000000 92.953393 -0.498392 -0.351743 -0.792390
86.500000 93.242068 0.555853 0.380998 0.738829
86.500000 93.819419 -0.593293 -0.406591 -0.694757
87.000000 94.108094 0.638556 0.433863 0.635617
87.000000 94.685444 -0.672037 -0.441462 -0.594540
87.500000 94.974119 0.714060 0.477875 0.511618
87.500000 95.551470 -0.734460 -0.490796 -0.468709
88.000000 95.840145 0.761125 0.517904 0.390467
88.000000 96.417495 -0.782376 -0.517567 -0.346429
88.500000 96.706170 0.805098 0.534170 0.257835
88.500000 97.283520 -0.824217 -0.529492 -0.200760
89.000000 97.572195 0.829617 0.546372 0.114953
89.000000 98.149546 -0.841730 -0.537151 -0.054406
89.500000 98.438221 0.843265 0.535822 -0.042417
89.500000 99.015571 -0.850136 -0.518436 0.092155
90.000000 99.304246 0.841362 0.509991 -0.178939
90.000000 99.881597 -0.831051 -0.500987 0.241592
90.500000 100.170272 0.812664 0.483627 -0.325088
90.500000 100.747622 -0.807130 -0.458895 0.371425
91.000000 101.036297 0.779385 0.434046 -0.451844
91.000000 101.613647 -0.762943 -0.421120 0.490486
91.500000 101.902323 0.731103 0.399058 -0.553390
91.500000 102.479673 -0.713987 -0.383931 0.585508
92.000000 102.768348 0.667565 0.349986 -0.657165
92.000000 103.345698 -0.644158 -0.331671 0.689242
92.500000 103.634373 0.596096 0.307035 -0.741889
33.500000 0.288675 -0.511007 -0.244185 0.824164
34.000000 0.577350 0.446435 0.210357 -0.869739
34.000000 1.154701 -0.427182 -0.190894 0.883784
34.500000 1.443376 0.371081 0.160843 -0.914565
34.500000 2.020726 -0.340706 -0.127128 0.931535
35.000000 2.309401 0.282325 0.094992 -0.954604
35.000000 2.886751 -0.251502 -0.075712 0.964891
35.500000 3.175426 0.190739 0.040804 -0.980792
35.500000 3.752777 -0.164094 -0.025227 0.986122
36.000000 4.041452 0.109433 -0.011185 -0.993931
36.000000 4.618802 -0.080621 0.018057 0.996581
36.500000 4.907477 0.024499 -0.054540 -0.998211
36.500000 5.484828 0.005252 0.066185 0.997794
37.000000 5.773503 -0.077961 -0.098564 -0.992072
37.000000 6.350853 0.110450 0.113450 0.987385
37.500000 6.639528 -0.180537 -0.146277 -0.972630
37.500000 7.216878 0.205010 0.153277 0.966684
38.000000 7.505553 -0.280405 -0.180066 -0.942841
38.000000 8.082904 0.306715 0.181738 0.934290
38.500000 8.371579 -0.384314 -0.212846 -0.898331
38.500000 8.948929 0.427379 0.202833 0.881025
39.000000 9.237604 -0.507707 -0.223804 -0.831953
39.000000 9.814955 0.542509 0.209113 0.813606
39.500000 10.103630 -0.620579 -0.240745 -0.746273
39.500000 10.680980 0.648078 0.221851 0.728544
40.000000 10.969655 -0.721144 -0.230055 -0.653473
40.000000 11.547005 0.749587 0.197703 0.631690
40.500000 11.835681 -0.819916 -0.205974 -0.534146
40.500000 12.413031 0.839737 0.167809 0.516412
41.000000 12.701706 -0.892945 -0.158029 -0.421516
41.000000 13.279056 0.904503 0.117122 0.410069
41.500000 13.567731 -0.948720 -0.101167 -0.299491
41.500000 14.145082 0.953774 0.045533 0.297054
42.000000 14.433757 -0.982099 -0.030056 -0.185954
42.000000 15.011107 0.982924 -0.019489 0.182975
42.500000 15.299782 -0.995216 0.055200 -0.080616
42.500000 15.877132 0.989013 -0.117670 0.089478
43.000000 16.165808 -0.987355 0.157413 0.018756
43.000000 16.743158 0.977597 -0.210446 0.004021
43.500000 17.031833 -0.965313 0.248157 0.081175
43.500000 17.609183 0.952205 -0.303436 -0.035116
44.000000 17.897858 -0.927021 0.354226 0.123107
44.000000 18.475209 0.909536 -0.410293 -0.066359
44.500000 18.763884 -0.878929 0.454266 0.145349
44.500000 19.341234 0.863762 -0.495681 -0.090641
45.000000 19.629909 -0.826829 0.537691 0.165052
45.000000 20.207259 0.808410 -0.581788 -0.089424
45.500000 20.495935 -0.769060 0.623082 0.142532
45.500000 21.073285 0.739811 -0.669649 -0.065193
46.000000 21.361960 -0.691960 0.713356 0.110973
46.000000 21.939310 0.665774 -0.746001 -0.015074
46.500000 22.227985 -0.617215 0.785006 0.053011
46.500000 22.805336 0.579283 -0.814147 0.039951
47.000000 23.094011 -0.537970 0.842804 -0.016417
47.000000 23.671361 0.504776 -0.855226 0.117434
47.500000 23.960036 -0.450759 0.885457 -0.113060
47.500000 24.537386 0.419919 -0.882109 0.213431
48.000000 24.826062 -0.374502 0.902401 -0.213119
48.000000 25.403412 0.337729 -0.882841 0.326390
48.500000 25.692087 -0.285532 0.898309 -0.333936
48.500000 26.269437 0.261084 -0.865469 0.427550
49.000000 26.558112 -0.213840 0.868244 -0.447687
49.000000 27.135463 0.191205 -0.817742 0.542898
49.500000 27.424138 -0.154950 0.817578 -0.554578
49.500000 28.001488 0.125797 -0.758420 0.639511
50.000000 28.290163 -0.086977 0.756914 -0.647700
50.000000 28.867513 0.063775 -0.688605 0.722327
50.500000 29.156189 -0.039132 0.675095 -0.736692
50.500000 29.733539 0.024447 -0.617631 0.786088
51.000000 30.022214 -0.011213 0.593885 -0.804472
51.000000 30.599564 -0.006688 -0.536372 0.843955
51.500000 30.888239 0.020568 0.514151 -0.857453
51.500000 31.465590 -0.031698 -0.440794 0.897048
52.000000 31.754265 0.040361 0.425377 -0.904116
52.000000 32.331615 -0.045871 -0.368896 0.928338
52.500000 32.620290 0.054259 0.354533 -0.933468
52.500000 33.197640 -0.050265 -0.302385 0.951860
53.000000 33.486316 0.055049 0.278342 -0.958903
53.000000 34.063666 -0.064388 -0.237912 0.969150
53.500000 34.352341 0.058498 0.219498 -0.973858
53.500000 34.929691 -0.067469 -0.183120 0.980773
54.000000 35.218366 0.061916 0.174521 -0.982705
54.000000 35.795717 -0.061646 -0.141041 0.988083
54.500000 36.084392 0.061131 0.131813 -0.989388
54.500000 36.661742 -0.057016 -0.100955 0.993256
55.000000 36.950417 0.039892 0.101730 -0.994012
55.000000 37.527767 -0.040870 -0.080137 0.995946
55.500000 37.816443 0.028083 0.077725 -0.996579
55.500000 38.393793 -0.027149 -0.049365 0.998412
56.000000 38.682468 0.007481 0.041844 -0.999096
56.000000 39.259818 -0.003323 -0.027869 0.999606
56.500000 39.548493 -0.019504 0.031886 -0.999301
56.500000 40.125844 0.019815 -0.021268 0.999577
57.000000 40.414519 -0.040201 0.023963 -0.998904
57.000000 40.991869 0.031869 -0.028785 0.999077
57.500000 41.280544 -0.063538 0.024591 -0.997676
57.500000 41.857895 0.048219 -0.007520 0.998808
58.000000 42.146570 -0.081029 0.010458 -0.996657
58.000000 42.723920 0.074717 0.002231 0.997202
58.500000 43.012595 -0.100135 0.005664 -0.994958
58.500000 43.589945 0.092831 -0.008670 0.995644
59.000000 43.878620 -0.117137 0.011473 -0.993049
59.000000 44.455971 0.105262 -0.008777 0.994406
59.500000 44.744646 -0.145229 0.009099 -0.989356
59.500000 45.321996 0.138632 -0.003241 0.990339
60.000000 45.610671 -0.166655 0.009032 -0.985974
60.000000 46.188022 0.163209 -0.007093 0.986566
60.500000 46.476697 -0.185580 0.005999 -0.982611
60.500000 47.054047 0.178720 -0.010063 0.983849
61.000000 47.342722 -0.215315 0.016738 -0.976401
61.000000 47.920072 0.200425 -0.016550 0.979569
61.500000 48.208747 -0.244118 0.039531 -0.968940
61.500000 48.786098 0.231026 -0.040483 0.972105
62.000000 49.074773 -0.270258 0.055653 -0.961178
62.000000 49.652123 0.260655 -0.057220 0.963735
62.500000 49.940798 -0.291332 0.065488 -0.954378
62.500000 50.518149 0.276896 -0.059926 0.959029
63.000000 50.806824 -0.315987 0.066886 -0.946403
63.000000 51.384174 0.299267 -0.076462 0.951101
63.500000 51.672849 -0.332987 0.083793 -0.939201
63.500000 52.250199 0.323267 -0.090156 0.942004
64.000000 52.538874 -0.361167 0.097726 -0.927366
64.000000 53.116225 0.348523 -0.100615 0.931884
64.500000 53.404900 -0.379926 0.108198 -0.918667
64.500000 53.982250 0.361760 -0.110485 0.925701
65.000000 54.270925 -0.388465 0.124601 -0.913001
65.000000 54.848276 0.377316 -0.126520 0.917401
65.500000 55.136951 -0.404301 0.130867 -0.905215
65.500000 55.714301 0.382789 -0.130823 0.914526
66.000000 56.002976 -0.413136 0.133734 -0.900796
66.000000 56.580326 0.392179 -0.127950 0.910947
66.500000 56.869002 -0.427751 0.138370 -0.893243
66.500000 57.446352 0.414522 -0.127837 0.901016
67.000000 57.735027 -0.441339 0.130216 -0.887842
67.000000 58.312377 0.423272 -0.128785 0.896803
67.500000 58.601052 -0.452797 0.136562 -0.881094
67.500000 59.178403 0.438859 -0.125763 0.889712
68.000000 59.467078 -0.467972 0.127755 -0.874460
68.000000 60.044428 0.446185 -0.120075 0.886849
68.500000 60.333103 -0.469620 0.125841 -0.873854
68.500000 60.910453 0.455349 -0.115286 0.882817
69.000000 61.199129 -0.486202 0.124227 -0.864971
69.000000 61.776479 0.470358 -0.108300 0.875805
69.500000 62.065154 -0.504970 0.107409 -0.856428
69.500000 62.642504 0.488491 -0.104264 0.866317
70.000000 62.931179 -0.510177 0.097376 -0.854539
70.000000 63.508530 0.504257 -0.089028 0.858952
70.500000 63.797205 -0.531756 0.088552 -0.842255
70.500000 64.374555 0.526434 -0.064742 0.847748
71.000000 64.663230 -0.553722 0.066126 -0.830072
71.000000 65.240580 0.545884 -0.047388 0.836520
71.500000 65.529256 -0.581523 0.038837 -0.812603
71.500000 66.106606 0.572170 -0.021518 0.819853
72.000000 66.395281 -0.600893 0.014422 -0.799199
72.000000 66.972631 0.595839 0.014228 0.802978
72.500000 67.261306 -0.631598 -0.026761 -0.774834
72.500000 67.838657 0.635981 0.046448 0.770306
73.000000 68.127332 -0.668356 -0.055064 -0.741800
73.000000 68.704682 0.667021 0.078643 0.740876
73.500000 68.993357 -0.704185 -0.092147 -0.704012
73.500000 69.570707 0.700254 0.119331 0.703850
74.000000 69.859383 -0.739833 -0.128906 -0.660326
74.000000 70.436733 0.742910 0.158674 0.650314
74.500000 70.725408 -0.776847 -0.177493 -0.604156
74.500000 71.302758 0.779521 0.204420 0.592081
75.000000 71.591433 -0.816769 -0.219613 -0.533534
75.000000 72.168784 0.820460 0.253471 0.512442
75.500000 72.457459 -0.849344 -0.270841 -0.453056
75.500000 73.034809 0.850809 0.302984 0.429330
76.000000 73.323484 -0.877587 -0.315539 -0.360937
76.000000 73.900834 0.879818 0.342257 0.329820
76.500000 74.189510 -0.902223 -0.353310 -0.247317
76.500000 74.766860 0.903274 0.374618 0.209182
77.000000 75.055535 -0.916777 -0.381663 -0.117704
77.000000 75.632885 0.912734 0.400618 0.080140
77.500000 75.921560 -0.912112 -0.409902 0.005675
77.500000 76.498911 0.900124 0.433257 -0.045438
78.000000 76.787586 -0.891602 -0.429408 0.143719
78.000000 77.364936 0.881557 0.432012 -0.190323
78.500000 77.653611 -0.862117 -0.421834 0.280733
78.500000 78.230961 0.840410 0.434344 -0.324124
79.000000 78.519637 -0.812837 -0.413296 0.410467
79.000000 79.096987 0.787247 0.420902 -0.450648
79.500000 79.385662 -0.748587 -0.403821 0.525877
79.500000 79.963012 0.707348 0.411670 -0.574618
80.000000 80.251687 -0.672691 -0.373396 0.638797
80.000000 80.829038 0.643755 0.367121 -0.671417
80.500000 81.117713 -0.599040 -0.337294 0.726212
80.500000 81.695063 0.562970 0.318102 -0.762808
81.000000 81.983738 -0.503318 -0.296975 0.811466
81.000000 82.561088 0.465717 0.282941 -0.838482
81.500000 82.849764 -0.424419 -0.239886 0.873111
81.500000 83.427114 0.378823 0.225902 -0.897475
82.000000 83.715789 -0.331765 -0.187538 0.924533
82.000000 84.293139 0.294559 0.170609 -0.940281
82.500000 84.581814 -0.246177 -0.128040 0.960730
82.500000 85.159165 0.217727 0.104523 -0.970397
83.000000 85.447840 -0.170146 -0.070205 0.982915
83.000000 86.025190 0.125631 0.055061 -0.990548
83.500000 86.313865 -0.075591 -0.009784 0.997091
83.500000 86.891216 0.033937 -0.009507 -0.999379
84.000000 87.179891 0.015023 0.053651 0.998447
84.000000 87.757241 -0.042974 -0.077889 -0.996035
84.500000 88.045916 0.098273 0.115709 0.988410
84.500000 88.623266 -0.132942 -0.127817 -0.982848
85.000000 88.911941 0.184256 0.167304 0.968534
85.000000 89.489292 -0.219514 -0.185770 -0.957759
85.500000 89.777967 0.275554 0.219637 0.935858
85.500000 90.355317 -0.316918 -0.253701 -0.913892
86.000000 90.643992 0.359897 0.286875 0.887793
86.000000 91.221343 -0.398658 -0.307487 -0.864016
86.500000 91.510018 0.455095 0.349234 0.819100
86.500000 92.087368 -0.485523 -0.358991 -0.797115
87.000000 92.376043 0.534150 0.399345 0.745123
87.000000 92.953393 -0.573672 -0.411441 -0.708249
87.500000 93.242068 0.620076 0.446463 0.645118
87.500000 93.819419 -0.648985 -0.466349 -0.601113
88.000000 94.108094 0.692931 0.488145 0.530623
88.000000 94.685444 -0.715705 -0.500880 -0.486708
88.500000 94.974119 0.749121 0.526459 0.402069
88.500000 95.551470 -0.769070 -0.534072 -0.351140
89.000000 95.840145 0.791255 0.550292 0.266634
89.000000 96.417495 -0.802200 -0.557284 -0.214265
89.500000 96.706170 0.819379 0.559814 0.123392
89.500000 97.283520 -0.830708 -0.552845 -0.065480
90.000000 97.572195 0.828039 0.559555 -0.035349
90.000000 98.149546 -0.831498 -0.548328 0.089147
90.500000 98.438221 0.822504 0.539370 -0.180463
90.500000 99.015571 -0.824306 -0.517992 0.228481
91.000000 99.304246 0.805760 0.499644 -0.317971
91.000000 99.881597 -0.797562 -0.482589 0.361944
91.500000 100.170272 0.763046 0.470166 -0.443513
91.500000 100.747622 -0.752406 -0.440107 0.490094
92.000000 101.036297 0.719246 0.418443 -0.554609
92.000000 101.613647 -0.704100 -0.397723 0.588268
92.500000 101.902323 0.654123 0.374708 -0.657051
92.500000 102.479673 -0.640273 -0.340691 0.688462
93.000000 102.768348 0.598628 0.322024 -0.733448
93.000000 103.345698 -0.574050 -0.296616 0.763208
93.500000 103.634373 0.528959 0.268443 -0.805072
34.500000 0.288675 -0.416330 -0.208441 0.884998
35.000000 0.577350 0.360174 0.180766 -0.915204
35.000000 1.154701 -0.335723 -0.152514 0.929532
35.500000 1.443376 0.280931 0.113543 -0.952988
35.500000 2.020726 -0.262194 -0.088108 0.960985
36.000000 2.309401 0.199414 0.053543 -0.978451
36.000000 2.886751 -0.161757 -0.036866 0.986142
36.500000 3.175426 0.107607 -0.003148 -0.994188
36.500000 3.752777 -0.084034 0.021722 0.996226
37.000000 4.041452 0.021031 -0.056189 -0.998199
37.000000 4.618802 0.011859 0.074342 0.997162
37.500000 4.907477 -0.070432 -0.113303 -0.991061
37.500000 5.484828 0.106891 0.120686 0.986919
38.000000 5.773503 -0.173138 -0.151505 -0.973175
38.000000 6.350853 0.208715 0.164338 0.964070
38.500000 6.639528 -0.280686 -0.201141 -0.938487
38.500000 7.216878 0.322471 0.209627 0.923076
39.000000 7.505553 -0.399673 -0.246170 -0.882985
39.000000 8.082904 0.433592 0.238098 0.869084
39.500000 8.371579 -0.512067 -0.276857 -0.813104
39.500000 8.948929 0.555149 0.262142 0.789361
40.000000 9.237604 -0.630937 -0.293360 -0.718233
40.000000 9.814955 0.664624 0.279895 0.692773
40.500000 10.103630 -0.734398 -0.295454 -0.611038
40.500000 10.680980 0.761417 0.271943 0.588465
41.000000 10.969655 -0.832965 -0.272542 -0.481549
41.000000 11.547005 0.855317 0.245683 0.456150
41.500000 11.835681 -0.905030 -0.240801 -0.350622
41.500000 12.413031 0.921295 0.203536 0.331343
42.000000 12.701706 -0.959973 -0.190599 -0.205239
42.000000 13.279056 0.970070 0.136284 0.200977
42.500000 13.567731 -0.989937 -0.120222 -0.074647
42.500000 14.145082 0.995447 0.059857 0.074176
43.000000 14.433757 -0.998395 -0.036812 0.043048
43.000000 15.011107 0.998919 -0.027430 -0.037532
43.500000 15.299782 -0.986407 0.067482 0.149828
43.500000 15.877132 0.982633 -0.131377 -0.131045
44.000000 16.165808 -0.956645 0.170762 0.235948
44.000000 16.743158 0.949169 -0.232358 -0.212339
44.500000 17.031833 -0.915333 0.271832 0.297107
44.500000 17.609183 0.909241 -0.335587 -0.246297
45.000000 17.897858 -0.868347 0.371603 0.328458
45.000000 18.475209 0.853905 -0.441074 -0.276226
45.500000 18.763884 -0.809639 0.473656 0.346604
45.500000 19.341234 0.799629 -0.531174 -0.280085
46.000000 19.629909 -0.757458 0.563634 0.329506
46.000000 20.207259 0.740948 -0.616847 -0.265510
46.500000 20.495935 -0.685200 0.657188 0.314015
46.500000 21.073285 0.665701 -0.708374 -0.234626
47.000000 21.361960 -0.606905 0.746128 0.273785
47.000000 21.939310 0.586598 -0.790115 -0.177821
47.500000 22.227985 -0.523229 0.827578 0.203337
47.500000 22.805336 0.508274 -0.855629 -0.097756
48.000000 23.094011 -0.454589 0.883653 0.111833
48.000000 23.671361 0.432140 -0.901806 0.000900
48.500000 23.960036 -0.379469 0.925204 -0.000668
48.500000 24.537386 0.357381 -0.927834 0.106783
49.000000 24.826062 -0.298205 0.947705 -0.113706
49.000000 25.403412 0.272564 -0.932493 0.236992
49.500000 25.692087 -0.217924 0.943125 -0.251046
49.500000 26.269437 0.196739 -0.909307 0.366679
50.000000 26.558112 -0.151253 0.907631 -0.391571
50.000000 27.135463 0.134187 -0.860694 0.491120
50.500000 27.424138 -0.095974 0.851552 -0.515411
50.500000 28.001488 0.075141 -0.797396 0.598760
51.000000 28.290163 -0.043497 0.784078 -0.619136
51.000000 28.867513 0.029973 -0.716419 0.697026
51.500000 29.156189 -0.005979 0.692227 -0.721655
51.500000 29.733539 -0.000189 -0.623449 0.781864
52.000000 30.022214 0.034485 0.601687 -0.797988
52.000000 30.599564 -0.037559 -0.546824 0.836405
52.500000 30.888239 0.045160 0.511825 -0.857902
52.500000 31.465590 -0.050792 -0.454524 0.889285
53.000000 31.754265 0.060883 0.433148 -0.899264
53.000000 32.331615 -0.058249 -0.378839 0.923628
53.500000 32.620290 0.053035 0.357059 -0.932575
53.500000 33.197640 -0.051186 -0.309851 0.949406
54.000000 33.486316 0.050858 0.288780 -0.956044
54.000000 34.063666 -0.057660 -0.246242 0.967492
54.500000 34.352341 0.054411 0.222855 -0.973332
54.500000 34.929691 -0.054982 -0.188967 0.980443
55.000000 35.218366 0.040592 0.172862 -0.984109
55.000000 35.795717 -0.036720 -0.132974 0.990439
55.500000 36.084392 0.023530 0.133885 -0.990717
55.500000 36.661742 -0.023388 -0.113207 0.993296
56.000000 36.950417 0.012871 0.090703 -0.995795
56.000000 37.527767 -0.013191 -0.074665 0.997121
56.500000 37.816443 -0.006998 0.075010 -0.997158
56.500000 38.393793 0.013127 -0.053966 0.998457
57.000000 38.682468 -0.038910 0.039046 -0.998480
57.000000 39.259818 0.040138 -0.030572 0.998726
57.500000 39.548493 -0.062325 0.030078 -0.997603
57.500000 40.125844 0.063860 -0.026091 0.997618
58.000000 40.414519 -0.088167 0.021619 -0.995871
58.000000 40.991869 0.094924 -0.022527 0.995230
58.500000 41.280544 -0.117044 0.021715 -0.992889
58.500000 41.857895 0.110111 -0.017972 0.993757
59.000000 42.146570 -0.128014 0.019901 -0.991573
59.000000 42.723920 0.128497 -0.015570 0.991588
59.500000 43.012595 -0.157652 0.019285 -0.987306
59.500000 43.589945 0.158998 -0.021122 0.987053
60.000000 43.878620 -0.191921 0.025227 -0.981086
60.000000 44.455971 0.182654 -0.015301 0.983058
60.500000 44.744646 -0.215871 0.017003 -0.976274
60.500000 45.321996 0.208384 -0.017488 0.977891
61.000000 45.610671 -0.243735 0.020805 -0.969619
61.000000 46.188022 0.231678 -0.012939 0.972706
61.500000 46.476697 -0.267922 0.018598 -0.963261
61.500000 47.054047 0.254988 -0.021908 0.966696
62.000000 47.342722 -0.294954 0.043593 -0.954517
62.000000 47.920072 0.290124 -0.041932 0.956070
62.500000 48.208747 -0.324334 0.045216 -0.944861
62.500000 48.786098 0.310627 -0.056255 0.948866
63.000000 49.074773 -0.346630 0.062845 -0.935894
63.000000 49.652123 0.339181 -0.071652 0.937989
63.500000 49.940798 -0.375570 0.077112 -0.923581
63.500000 50.518149 0.366932 -0.083621 0.926482
64.000000 50.806824 -0.396847 0.090876 -0.913375
64.000000 51.384174 0.379971 -0.093898 0.920220
64.500000 51.672849 -0.410616 0.102095 -0.906075
64.500000 52.250199 0.399428 -0.110207 0.910116
65.000000 52.538874 -0.433429 0.125507 -0.892405
65.000000 53.116225 0.422006 -0.114884 0.899285
65.500000 53.404900 -0.457782 0.128162 -0.879778
65.500000 53.982250 0.435738 -0.130939 0.890498
66.000000 54.270925 -0.460549 0.137120 -0.876979
